cell,integration_cluster,cell_type,sample_type
X166351409957790.N,8,Lung Cancer Cell,N
X166351410149811.N,3,Pro-angiogenesis Macrophage,N
X166351423004069.N,4,Pro-angiogenesis Macrophage,N
X166351423100644.N,11,Pro-angiogenesis Macrophage,N
X166351441357222.N,12,Endothelial Cells,N
X166351441939812.N,3,Pro-angiogenesis Macrophage,N
X166400399161188.N,3,Pro-angiogenesis Macrophage,N
X166400399202013.N,3,Pro-angiogenesis Macrophage,N
X166400399923445.N,2,Pro-angiogenesis Macrophage,N
X166400412244892.N,3,Pro-angiogenesis Macrophage,N
X166400412568291.N,6,Natural killer cell,N
X166400430827380.N,4,Pro-angiogenesis Macrophage,N
X166400430921971.N,8,Normal Fibroblast,N
X166400431155996.N,3,Pro-angiogenesis Macrophage,N
X166400431405357.N,0,Effector/Memory CD4+ T cells,N
X166400431442782.N,6,Natural killer cell,N
X166402815289773.N,3,Pro-angiogenesis Macrophage,N
X166402815310571.N,8,Stromal Cell,N
X166402828122988.N,2,Pro-angiogenesis Macrophage,N
X166402846813606.N,3,Pro-angiogenesis Macrophage,N
X166416893496116.N,6,Natural killer cell,N
X166416893504806.N,6,Natural killer cell,N
X166416893569390.N,1,Effector/Memory CD8+ T cells,N
X166416893721004.N,2,Pro-angiogenesis Macrophage,N
X166416908466923.N,2,Pro-angiogenesis Macrophage,N
X166416908470173.N,6,Natural killer cell,N
X166416908708203.N,6,Natural killer cell,N
X166416921021299.N,11,LAMP3 cDC,N
X166469238704437.N,4,Macrophage,N
X166469252790636.N,7,Pro-angiogenesis Macrophage,N
X166469253417180.N,3,Pro-angiogenesis Macrophage,N
X166469253614955.N,4,Macrophage,N
X166469265407285.N,13,Lung Cancer Cell,N
X166469265636595.N,6,Natural killer cell,N
X166469266238299.N,3,Pro-angiogenesis Macrophage,N
X166469284773299.N,11,cDC2,N
X166469285066668.N,2,Pro-angiogenesis Macrophage,N
X169014006306550.N,4,Macrophage,N
X169014021217716.N,4,Macrophage,N
X169014021474022.N,2,Pro-angiogenesis Macrophage,N
X169014021737835.N,0,Naive CD4+ T cells,N
X169014033798902.N,3,Pro-angiogenesis Macrophage,N
X169014034062171.N,2,Pro-angiogenesis Macrophage,N
X169014034122652.N,1,Effector/Memory CD8+ T cells,N
X169014052476845.N,3,Pro-angiogenesis Macrophage,N
X169014052480812.N,2,Pro-angiogenesis Macrophage,N
X169014052939694.N,3,Pro-angiogenesis Macrophage,N
X169022462544115.N,13,Lung Cancer Cell,N
X169022476740531.N,0,Effector/Memory CD8+ T cells,N
X169022477191086.N,2,Pro-angiogenesis Macrophage,N
X169022477232363.N,6,Natural killer cell,N
X169022489316718.N,0,Effector/Memory CD4+ T cells,N
X169022489508212.N,3,Pro-angiogenesis Macrophage,N
X169022489552619.N,2,Pro-angiogenesis Macrophage,N
X169022489783589.N,4,Pro-angiogenesis Macrophage,N
X169022489847659.N,1,CD4 or CD8 T cell,N
X169022508940076.N,1,CD4 or CD8 T cell,N
X169027831445406.N,2,Phagocytosis Macrophage,N
X169027846190966.N,6,Natural killer cell,N
X169027846229363.N,2,Pro-angiogenesis Macrophage,N
X169027857959732.N,2,Pro-angiogenesis Macrophage,N
X169027858221812.N,7,Pro-inflammatory Macrophage,N
X169027876870950.N,6,Natural killer cell,N
X169027876875492.N,1,Effector/Memory CD8+ T cells,N
X169027877680990.N,0,Effector/Memory CD4+ T cells,N
X169082591567197.N,4,Pro-angiogenesis Macrophage,N
X169082591569779.N,2,Pro-angiogenesis Macrophage,N
X169082591827748.N,2,Pro-angiogenesis Macrophage,N
X169082618858910.N,1,Effector/Memory CD4+ T cells,N
X169082619063006.N,0,Blood Cell,N
X169082619553500.N,2,Pro-angiogenesis Macrophage,N
X169082637670814.N,2,Phagocytosis Macrophage,N
X169082638162269.N,3,Pro-angiogenesis Macrophage,N
X169082638518108.N,6,Natural killer cell,N
X169151713697117.N,2,Pro-angiogenesis Macrophage,N
X169151728606004.N,3,Pro-angiogenesis Macrophage,N
X169151728609566.N,6,Natural killer cell,N
X169151728831412.N,2,Pro-angiogenesis Macrophage,N
X169151729096995.N,2,Pro-angiogenesis Macrophage,N
X169151729192163.N,3,Pro-angiogenesis Macrophage,N
X169151741442347.N,6,Natural killer cell,N
X169151741451164.N,6,Natural killer cell,N
X169151741672798.N,3,Pro-angiogenesis Macrophage,N
X169151760316701.N,7,Pro-angiogenesis Macrophage,N
X169151760382684.N,6,Natural killer cell,N
X169156948388637.N,1,Effector/Memory CD8+ T cells,N
X169156962867998.N,3,Pro-angiogenesis Macrophage,N
X169156963069163.N,1,CD4 or CD8 T cell,N
X169156963165997.N,5,Blood Cell,N
X169156975421796.N,1,Effector/Memory CD8+ T cells,N
X169156975639795.N,3,Pro-angiogenesis Macrophage,N
X169156994841443.N,6,Natural killer cell,N
X169156995139507.N,2,Pro-angiogenesis Macrophage,N
X169158156380964.N,2,Pro-angiogenesis Macrophage,N
X169158156446062.N,2,Pro-angiogenesis Macrophage,N
X169158171585459.N,2,Pro-angiogenesis Macrophage,N
X169158184131947.N,2,Pro-angiogenesis Macrophage,N
X169158202219238.N,2,Pro-angiogenesis Macrophage,N
X169158202480934.N,5,Blood Cell,N
X169158202513316.N,7,Pro-angiogenesis Macrophage,N
X169158827265307.N,1,Effector/Memory CD8+ T cells,N
X169158827461925.N,3,Pro-angiogenesis Macrophage,N
X169158841911653.N,0,Effector/Memory CD4+ T cells,N
X169158842211636.N,2,Pro-angiogenesis Macrophage,N
X169158854761190.N,8,Lung Cancer Cell,N
X169158873306996.N,0,Effector/Memory CD4+ T cells,N
X169158873607398.N,2,Pro-angiogenesis Macrophage,N
X169158873934260.N,8,Lung Cancer Cell,N
X169174262507947.N,9,Pro-angiogenesis Macrophage,N
X169174263064878.N,7,Macrophage,N
X169174276959532.N,1,MAIT cells,N
X169174276991340.N,4,Macrophage,N
X169174276991715.N,0,Effector/Memory CD4+ T cells,N
X169174277216054.N,0,Effector/Memory CD4+ T cells,N
X169174277680371.N,3,Pro-angiogenesis Macrophage,N
X169174289536733.N,3,Pro-angiogenesis Macrophage,N
X169174289991916.N,3,Pro-angiogenesis Macrophage,N
X169174308415774.N,0,Effector/Memory CD4+ T cells,N
X169174308632997.N,2,Pro-angiogenesis Macrophage,N
X169174308907955.N,2,Pro-angiogenesis Macrophage,N
X169572486208805.N,0,Effector/Memory CD4+ T cells,N
X169572486240606.N,2,Pro-angiogenesis Macrophage,N
X169572486302005.N,2,Pro-angiogenesis Macrophage,N
X169572501179749.N,7,Pro-inflammatory Macrophage,N
X169572501444316.N,7,Pro-angiogenesis Macrophage,N
X169572513568670.N,0,Effector/Memory CD4+ T cells,N
X169572513569702.N,2,Pro-angiogenesis Macrophage,N
X169572514355483.N,2,Pro-angiogenesis Macrophage,N
X169572532439796.N,7,Pro-inflammatory Macrophage,N
X169579734818100.N,6,Natural killer cell,N
X169579749227229.N,2,Pro-angiogenesis Macrophage,N
X169579749432102.N,2,Phagocytosis Macrophage,N
X169579749464477.N,0,Effector/Memory CD4+ T cells,N
X169579749464988.N,6,Natural killer cell,N
X169579761260780.N,2,Pro-angiogenesis Macrophage,N
X169579761555878.N,2,Pro-angiogenesis Macrophage,N
X169579762112939.N,1,Effector/Memory CD8+ T cells,N
X169579780685045.N,4,Pro-angiogenesis Macrophage,N
X169579780880693.N,4,Pro-angiogenesis Macrophage,N
X169579780959531.N,1,Effector/Memory CD8+ T cells,N
X169587519372212.N,8,Normal Fibroblast,N
X169587519375092.N,13,Lung Cancer Cell,N
X169587533310686.N,7,Macrophage,N
X169587533835044.N,2,Phagocytosis Macrophage,N
X169587534060900.N,13,Lung Cancer Cell,N
X169587534125300.N,3,Pro-angiogenesis Macrophage,N
X169587546642676.N,3,Pro-angiogenesis Macrophage,N
X169587565516517.N,7,Pro-angiogenesis Macrophage,N
X169723750364980.N,6,Natural killer cell,N
X169723764882715.N,1,Effector/Memory CD4+ T cells,N
X169723777399539.N,6,Natural killer cell,N
X169727105550245.N,3,Pro-angiogenesis Macrophage,N
X169727105910499.N,2,Pro-angiogenesis Macrophage,N
X169727119746798.N,2,Pro-angiogenesis Macrophage,N
X169727119767987.N,3,Pro-angiogenesis Macrophage,N
X169727119969125.N,2,Pro-angiogenesis Macrophage,N
X169727132617629.N,2,Pro-angiogenesis Macrophage,N
X169727133079773.N,3,Pro-angiogenesis Macrophage,N
X169768847097245.N,1,Natural killer cell,N
X169768874100587.N,8,Normal Fibroblast,N
X169768893405533.N,3,Pro-angiogenesis Macrophage,N
X169793543060406.N,3,Pro-angiogenesis Macrophage,N
X169793543129909.N,2,Phagocytosis Macrophage,N
X169793543661811.N,6,CD8 T or NK cell,N
X169793557510964.N,4,Macrophage,N
X169793558034349.N,7,Macrophage,N
X169793558079723.N,2,Pro-angiogenesis Macrophage,N
X169793570433949.N,6,Natural killer cell,N
X169793570630579.N,0,Effector/Memory CD4+ T cells,N
X169793570887908.N,2,Pro-angiogenesis Macrophage,N
X169793588939635.N,2,Pro-angiogenesis Macrophage,N
X169793588939700.N,15,pDC,N
X169793589536612.N,0,Blood Cell,N
X169794750761910.N,2,Pro-angiogenesis Macrophage,N
X169794750764851.N,1,Effector/Memory CD8+ T cells,N
X169794750794989.N,1,Effector/Memory CD8+ T cells,N
X169794750801827.N,7,Macrophage,N
X169794751351093.N,5,Blood Cell,N
X169794751580582.N,0,Effector/Memory CD4+ T cells,N
X169794778086773.N,1,CD8 T or NK cell,N
X169794778610933.N,2,Pro-angiogenesis Macrophage,N
X169794778617629.N,8,Lung Cancer Cell,N
X169794796972318.N,1,Effector/Memory CD8+ T cells,N
X169794797681068.N,3,Pro-angiogenesis Macrophage,N
X169794797688668.N,1,CD4 or CD8 T cell,N
X169795556142492.N,4,Pro-angiogenesis Macrophage,N
X169795571117366.N,3,Pro-angiogenesis Macrophage,N
X169795571633565.N,3,Pro-angiogenesis Macrophage,N
X169795583399788.N,0,Effector/Memory CD4+ T cells,N
X169795603028389.N,6,Natural killer cell,N
X170137141074331.N,0,Effector/Memory CD4+ T cells,N
X170137155168542.N,0,Effector/Memory CD4+ T cells,N
X170137155652004.N,2,Pro-angiogenesis Macrophage,N
X170137167490347.N,0,Effector/Memory CD4+ T cells,N
X170137168307934.N,3,Pro-angiogenesis Macrophage,N
X170137186331444.N,6,Effector/Memory CD8+ T cells,N
X170180358552502.N,14,Mast cell,N
X170180359145245.N,3,Pro-angiogenesis Macrophage,N
X170180373075677.N,0,Effector/Memory CD4+ T cells,N
X170180373559027.N,4,Macrophage,N
X170180373797620.N,3,Pro-angiogenesis Macrophage,N
X170180386110236.N,0,Effector/Memory CD4+ T cells,N
X170180386180316.N,0,T or NK Cell,N
X170180404529908.N,9,Pro-angiogenesis Macrophage,N
X170180404697843.N,4,Pro-angiogenesis Macrophage,N
X170181029385949.N,3,Pro-angiogenesis Macrophage,N
X170181029452724.N,6,Natural killer cell,N
X170181029902757.N,0,Effector/Memory CD4+ T cells,N
X170181029910315.N,3,Pro-angiogenesis Macrophage,N
X170181029968604.N,1,Natural killer cell,N
X170181030013219.N,0,Effector/Memory CD4+ T cells,N
X170181044123374.N,2,Pro-angiogenesis Macrophage,N
X170181044385646.N,0,Effector/Memory CD4+ T cells,N
X170181057198374.N,0,Effector/Memory CD4+ T cells,N
X170181057264862.N,3,Pro-angiogenesis Macrophage,N
X170198358448859.N,2,Pro-angiogenesis Macrophage,N
X170198358767974.N,4,Pro-angiogenesis Macrophage,N
X170198358945011.N,6,Natural killer cell,N
X170198370761454.N,5,Blood Cell,N
X170198371028341.N,3,Pro-angiogenesis Macrophage,N
X170198371297075.N,8,Endothelial Cells,N
X170198390430643.N,2,Pro-angiogenesis Macrophage,N
X170198390459179.N,8,Lung Cancer Cell,N
X170199685949339.N,6,Natural killer cell,N
X170199700421926.N,7,Pro-inflammatory Macrophage,N
X170199700856027.N,2,Pro-angiogenesis Macrophage,N
X170199700891499.N,3,Pro-angiogenesis Macrophage,N
X170199713004251.N,2,Pro-angiogenesis Macrophage,N
X170199713729822.N,1,Effector/Memory CD8+ T cells,N
X170199732370677.N,2,Pro-angiogenesis Macrophage,N
X170199732603701.N,6,Natural killer cell,N
X170199732606894.N,4,Pro-angiogenesis Macrophage,N
X170199732607387.N,8,Non Blood Cell,N
X170258473540406.N,2,Pro-angiogenesis Macrophage,N
X170258473609461.N,13,Lung Cancer Cell,N
X170258488485805.N,6,Natural killer cell,N
X170258488539947.N,4,Pro-angiogenesis Macrophage,N
X170258500373422.N,2,Pro-angiogenesis Macrophage,N
X170258500610796.N,3,Pro-angiogenesis Macrophage,N
X170258500865379.N,3,Pro-angiogenesis Macrophage,N
X170258500872116.N,3,Pro-angiogenesis Macrophage,N
X170258519471909.N,3,Pro-angiogenesis Macrophage,N
X170265198913396.N,2,Pro-angiogenesis Macrophage,N
X170265199196532.N,6,Natural killer cell,N
X170265199426294.N,0,Effector/Memory CD4+ T cells,N
X170265211262700.N,4,Pro-angiogenesis Macrophage,N
X170265211484595.N,7,Pro-angiogenesis Macrophage,N
X170265212049317.N,3,Pro-angiogenesis Macrophage,N
X170265230359787.N,3,Pro-angiogenesis Macrophage,N
X170265230653222.N,4,Pro-angiogenesis Macrophage,N
X170268002736884.N,1,CD8 T or NK cell,N
X170268002839796.N,6,Natural killer cell,N
X170268003088172.N,6,Natural killer cell,N
X170268003253046.N,7,Pro-angiogenesis Macrophage,N
X170268003322213.N,3,Pro-angiogenesis Macrophage,N
X170268003330908.N,6,Natural killer cell,N
X170268017212195.N,7,Pro-angiogenesis Macrophage,N
X170268017215845.N,4,Phagocytosis Macrophage,N
X170268017515739.N,7,Macrophage,N
X170268029736797.N,13,Lung Cancer Cell,N
X170268029766452.N,0,Effector/Memory CD4+ T cells,N
X170268048873198.N,3,Pro-angiogenesis Macrophage,N
X170268049394014.N,0,Naive CD4+ T cells,N
X170276726925211.N,7,Pro-inflammatory Macrophage,N
X170276727417115.N,0,Effector/Memory CD4+ T cells,N
X170276727437212.N,1,Effector/Memory CD8+ T cells,N
X170276741332324.N,4,Macrophage,N
X170276773050230.N,6,Natural killer cell,N
X170276773096798.N,3,Pro-angiogenesis Macrophage,N
X170327476389747.N,3,Pro-angiogenesis Macrophage,N
X170327488486244.N,3,Pro-angiogenesis Macrophage,N
X170327488510300.N,2,Pro-angiogenesis Macrophage,N
X170327507160419.N,0,Naive CD4+ T cells,N
X170327507585379.N,2,Pro-angiogenesis Macrophage,N
X170327507843939.N,0,Effector/Memory CD4+ T cells,N
X170327507912988.N,1,Effector/Memory CD8+ T cells,N
X170343433161627.N,3,Pro-angiogenesis Macrophage,N
X170343433164532.N,2,Pro-angiogenesis Macrophage,N
X170343433201893.N,0,T or NK Cell,N
X170343433391339.N,3,Pro-angiogenesis Macrophage,N
X170343433464099.N,4,Macrophage,N
X170343433652462.N,0,Blood Cell,N
X170343460162907.N,2,Pro-angiogenesis Macrophage,N
X170343460202420.N,2,Pro-angiogenesis Macrophage,N
X170343460682469.N,3,Pro-angiogenesis Macrophage,N
X170343479011699.N,3,Pro-angiogenesis Macrophage,N
X170343479307635.N,6,Natural killer cell,N
X170343479786348.N,4,Macrophage,N
X170343479827803.N,3,Pro-angiogenesis Macrophage,N
X170344372988132.N,8,Any Cell,N
X170344373180189.N,6,Natural killer cell,N
X170344387304869.N,11,cDC2,N
X170344387393891.N,4,Phagocytosis Macrophage,N
X170344387566004.N,9,Pro-angiogenesis Macrophage,N
X170344399879411.N,2,Pro-angiogenesis Macrophage,N
X170344399989548.N,0,Effector/Memory CD4+ T cells,N
X170344400140588.N,2,Pro-angiogenesis Macrophage,N
X170344400513844.N,0,Effector/Memory CD4+ T cells,N
X170660052461422.N,6,Natural killer cell,N
X170660052516133.N,2,Pro-angiogenesis Macrophage,N
X170660067133868.N,2,Pro-angiogenesis Macrophage,N
X170660080015717.N,6,Natural killer cell,N
X170660080077534.N,12,Endothelial Cells,N
X170660080503211.N,2,Pro-angiogenesis Macrophage,N
X170660080510877.N,2,Pro-angiogenesis Macrophage,N
X170660080601827.N,2,Pro-angiogenesis Macrophage,N
X170660098952566.N,0,Effector/Memory CD4+ T cells,N
X170660099184436.N,3,Pro-angiogenesis Macrophage,N
X170745952660187.N,9,Pro-angiogenesis Macrophage,N
X170745967103261.N,0,Effector/Memory CD4+ T cells,N
X170745979889965.N,2,Pro-angiogenesis Macrophage,N
X170745979890916.N,7,Macrophage,N
X170745997966237.N,4,Macrophage,N
X170745998010603.N,7,Pro-angiogenesis Macrophage,N
X170745998796510.N,7,Pro-angiogenesis Macrophage,N
X170798565419805.N,0,Effector/Memory CD8+ T cells,N
X170798565484461.N,7,Pro-inflammatory Macrophage,N
X170798579930931.N,0,Effector/Memory CD4+ T cells,N
X170798592673717.N,8,CAFadi,N
X170798592711013.N,4,Pro-angiogenesis Macrophage,N
X170798592935789.N,7,Macrophage,N
X170798593236195.N,0,Effector/Memory CD4+ T cells,N
X170798593304299.N,1,Natural killer cell,N
X170798611385062.N,1,Effector/Memory CD4+ T cells,N
X170798611553699.N,4,Pro-angiogenesis Macrophage,N
X170798611852196.N,13,Lung Cancer Cell,N
X170877888380339.N,6,Natural killer cell,N
X170877888412900.N,8,Lung Cancer Cell,N
X170877888613158.N,13,Lung Cancer Cell,N
X170877888650099.N,3,Pro-angiogenesis Macrophage,N
X170877903062758.N,6,Natural killer cell,N
X170877903366068.N,4,Pro-angiogenesis Macrophage,N
X170877903386467.N,3,Pro-angiogenesis Macrophage,N
X170877903396252.N,1,Effector/Memory CD8+ T cells,N
X170877915379564.N,0,Effector/Memory CD4+ T cells,N
X170877915450093.N,4,Pro-angiogenesis Macrophage,N
X170877915946228.N,3,Pro-angiogenesis Macrophage,N
X170877915974382.N,0,Effector/Memory CD4+ T cells,N
X170877934005533.N,0,Effector/Memory CD4+ T cells,N
X191026787411686.N,0,Effector/Memory CD4+ T cells,N
X191026787727267.N,2,Macrophage,N
X191026787896094.N,4,Pro-angiogenesis Macrophage,N
X191026787937124.N,4,Macrophage,N
X191026802318694.N,1,Effector/Memory CD8+ T cells,N
X191026802617124.N,7,Macrophage,N
X191026814667493.N,3,Pro-angiogenesis Macrophage,N
X191026814675886.N,7,Macrophage,N
X191026814928693.N,4,Pro-angiogenesis Macrophage,N
X191026814957916.N,15,pDC,N
X191026833537454.N,4,Pro-angiogenesis Macrophage,N
X191026834042078.N,2,Pro-angiogenesis Macrophage,N
X191080757582172.N,1,Effector/Memory CD8+ T cells,N
X191080757648158.N,3,Pro-angiogenesis Macrophage,N
X191080757684147.N,6,Natural killer cell,N
X191080758107365.N,0,Effector/Memory CD4+ T cells,N
X191080789821339.N,0,Blood Cell,N
X191096715111324.N,3,Pro-angiogenesis Macrophage,N
X191096715687796.N,4,Macrophage,N
X191096742100396.N,13,Lung Cancer Cell,N
X191096742406941.N,3,Pro-angiogenesis Macrophage,N
X191096761740085.N,2,Pro-angiogenesis Macrophage,N
X191210531543276.N,3,Pro-angiogenesis Macrophage,N
X191210558778611.N,0,Effector/Memory CD4+ T cells,N
X191210559073068.N,2,Pro-angiogenesis Macrophage,N
X191210559233437.N,2,Pro-angiogenesis Macrophage,N
X191210559330598.N,3,Pro-angiogenesis Macrophage,N
X191210578426668.N,1,Effector/Memory CD4+ T cells,N
X191215631719707.N,2,Pro-angiogenesis Macrophage,N
X191215631821110.N,0,Effector/Memory CD4+ T cells,N
X191215631821659.N,2,Pro-angiogenesis Macrophage,N
X191215632337270.N,6,Natural killer cell,N
X191215646694236.N,3,Pro-angiogenesis Macrophage,N
X191215646763436.N,4,Macrophage,N
X191215646984621.N,8,CAFinfla,N
X191215647014108.N,3,Pro-angiogenesis Macrophage,N
X191215647213341.N,2,Pro-angiogenesis Macrophage,N
X191215659240165.N,1,Effector/Memory CD8+ T cells,N
X191215659866422.N,0,Blood Cell,N
X191215678176491.N,7,Pro-inflammatory Macrophage,N
X191226637602220.N,2,Macrophage,N
X191226638448950.N,3,Pro-angiogenesis Macrophage,N
X191226652511139.N,3,Pro-angiogenesis Macrophage,N
X191226652577124.N,2,Pro-angiogenesis Macrophage,N
X191226652845804.N,0,Effector/Memory CD4+ T cells,N
X191226653071773.N,0,Effector/Memory CD4+ T cells,N
X191226653075877.N,2,Pro-angiogenesis Macrophage,N
X191226664873315.N,2,Pro-angiogenesis Macrophage,N
X191226684028766.N,2,Pro-angiogenesis Macrophage,N
X191226684270894.N,6,Natural killer cell,N
X191226684521892.N,3,Pro-angiogenesis Macrophage,N
X191553861007733.N,2,Pro-angiogenesis Macrophage,N
X191553861204894.N,1,CD4 or CD8 T cell,N
X191553861211933.N,3,Pro-angiogenesis Macrophage,N
X191553887988981.N,3,Pro-angiogenesis Macrophage,N
X191553907157275.N,6,Natural killer cell,N
X191553907374381.N,0,Effector/Memory CD4+ T cells,N
X191576409028331.N,2,Pro-angiogenesis Macrophage,N
X191576409032435.N,0,Effector/Memory CD4+ T cells,N
X191576409852252.N,1,T or NK Cell,N
X191576423745909.N,8,Stromal Cell,N
X191576424200931.N,3,Pro-angiogenesis Macrophage,N
X191576424438051.N,3,Pro-angiogenesis Macrophage,N
X191576436271973.N,0,Effector/Memory CD4+ T cells,N
X191576437119259.N,3,Pro-angiogenesis Macrophage,N
X191576455637404.N,3,Pro-angiogenesis Macrophage,N
X191576455658731.N,4,Pro-angiogenesis Macrophage,N
X191576455670686.N,2,Pro-angiogenesis Macrophage,N
X191645396954524.N,7,Macrophage,N
X191645397204403.N,6,Natural killer cell,N
X191645397236590.N,2,Pro-angiogenesis Macrophage,N
X191645397707685.N,8,CAFadi,N
X191645411563875.N,3,Pro-angiogenesis Macrophage,N
X191645411596149.N,3,Pro-angiogenesis Macrophage,N
X191645412349684.N,0,Effector/Memory CD4+ T cells,N
X191645412407221.N,2,Pro-angiogenesis Macrophage,N
X191645412444901.N,1,Effector/Memory CD4+ T cells,N
X191645424925613.N,13,Lung Cancer Cell,N
X191645443016606.N,2,Phagocytosis Macrophage,N
X191645443288358.N,4,Pro-angiogenesis Macrophage,N
X191645443909854.N,3,Pro-angiogenesis Macrophage,N
X191647275932965.N,4,Macrophage,N
X191647290641126.N,7,Pro-angiogenesis Macrophage,N
X191647290710244.N,2,Pro-angiogenesis Macrophage,N
X191647290870516.N,6,Natural killer cell,N
X191647291140963.N,0,Natural killer cell,N
X191647291205534.N,1,Effector/Memory CD8+ T cells,N
