cell,integration_cluster
X205527671293804_X_.N,2
X205527685721317_X_.N,1
X205527698495916_X_.N,1
X205527717463909_X_.N,0
X205870209067829_X_.N,4
X205870209124276_X_.N,2
X205870240512862_X_.N,0
X205870241012133_X_.N,7
X205922673481523_X_.N,6
X205922674006435_X_.N,1
X205922688941429_X_.N,2
X205922688981916_X_.N,3
X205922701064540_X_.N,4
X205922701298021_X_.N,0
X205922701600995_X_.N,4
X205922719938341_X_.N,6
X205922719938995_X_.N,0
X226205925268379_X_.N,2
X226205925493534_X_.N,3
X226205925816740_X_.N,2
X226205939911587_X_.N,3
X226205953120566_X_.N,13
X226205971111278_X_.N,2
X226205971934580_X_.N,0
X226265786637029_X_.N,12
X226265786935131_X_.N,13
X226265801055028_X_.N,2
X226265801551269_X_.N,6
X226265813339037_X_.N,0
X226265813366686_X_.N,0
X226265813600493_X_.N,1
X226265814121765_X_.N,12
X226265814162659_X_.N,2
X226265832745317_X_.N,7
X226265833035694_X_.N,3
X226265833094491_X_.N,6
X226273437108531_X_.N,2
X226273451986283_X_.N,9
X226273464084342_X_.N,7
X226273464342436_X_.N,3
X226273464346918_X_.N,1
X226273464542940_X_.N,7
X226273464633267_X_.N,2
X226273482656564_X_.N,0
X226273483242204_X_.N,2
X226283234645942_X_.N,2
X226283249325934_X_.N,6
X226283249850596_X_.N,1
X226283261672811_X_.N,0
X226283281075110_X_.N,3
X226343095490467_X_.N,3
X226343095495468_X_.N,2
X226343096007603_X_.N,5
X226343110166446_X_.N,0
X226343110203253_X_.N,0
X226343122791342_X_.N,3
X226343122856691_X_.N,6
X226343123045108_X_.N,2
X226343123372460_X_.N,3
X226343141653405_X_.N,2
X226343141981102_X_.N,1
X226343142177582_X_.N,6
X226343142243238_X_.N,2
X226394635159852_X_.N,12
X226394635361565_X_.N,4
X226394635427252_X_.N,1
X226394635623222_X_.N,2
X226394635652460_X_.N,3
X226394635884332_X_.N,1
X226394635913067_X_.N,3
X226394650037556_X_.N,4
X226394650040174_X_.N,6
X226394650135910_X_.N,4
X226394662419829_X_.N,0
X226394662649182_X_.N,10
X226394662919013_X_.N,2
X226394663180572_X_.N,7
X226394663239075_X_.N,4
X226394663242075_X_.N,2
X226394681339166_X_.N,14
X226394681596141_X_.N,4
X226806146983653_X_.N,2
X226806146984355_X_.N,0
X226806161618781_X_.N,0
X226806161886446_X_.N,8
X226806174013283_X_.N,3
X226806174243558_X_.N,4
X226806174464294_X_.N,4
X226806174705579_X_.N,4
X226806193370868_X_.N,4
X226806193568046_X_.N,3
X226806193575853_X_.N,3
X226806193600243_X_.N,1
X226822386998699_X_.N,1
X226822387809062_X_.N,15
X226822433159605_X_.N,4
X226822433233758_X_.N,2
X226822433954203_X_.N,1
X226829500574958_X_.N,1
X226829500631451_X_.N,4
X226829515278755_X_.N,2
X226829515282788_X_.N,3
X226829515742043_X_.N,2
X226874732178334_X_.N,2
X226874732243766_X_.N,0
X226874732268406_X_.N,3
X226874732722987_X_.N,2
X226874747383205_X_.N,3
X226874759265563_X_.N,2
X226874759460716_X_.N,3
X226874759793381_X_.N,4
X226874778311477_X_.N,3
X226874778347358_X_.N,6
X226874778410294_X_.N,0
X226874778598764_X_.N,13
X226874778639644_X_.N,0
X226883202373411_X_.N,2
X226883202566900_X_.N,1
X226883202603868_X_.N,2
X226883202930918_X_.N,0
X226883202935013_X_.N,1
X226883203094819_X_.N,2
X226883203127541_X_.N,1
X226883215477036_X_.N,3
X226883233797925_X_.N,9
X226901442022254_X_.N,0
X226901468854118_X_.N,4
X226901469386468_X_.N,6
X226901487741876_X_.N,1
X226901488160043_X_.N,2
X226949759884020_X_.N,3
X226949760436646_X_.N,3
X226949774334900_X_.N,4
X226949774596916_X_.N,6
X226949775125854_X_.N,4
X226949787138422_X_.N,3
X226949787401435_X_.N,2
X226949787466037_X_.N,0
X226949787499235_X_.N,2
X226949805850036_X_.N,0
X226949805853428_X_.N,1
X226949806116252_X_.N,3
X226949806538084_X_.N,2
X226953384291235_X_.N,7
X226953398709091_X_.N,3
X226953398736797_X_.N,1
X226953398962596_X_.N,0
X226953411385573_X_.N,2
X226953411553588_X_.N,3
X226953429732070_X_.N,2
X226953429970291_X_.N,0
X226958752831198_X_.N,8
X226958753020710_X_.N,2
X226958753090397_X_.N,2
X226958766950317_X_.N,2
X226958767253293_X_.N,3
X226958767675683_X_.N,8
X226958779537771_X_.N,5
X226958779542771_X_.N,2
X226958779574196_X_.N,0
X226958779726261_X_.N,2
X226958779727091_X_.N,3
X226958780292323_X_.N,1
X226958798412013_X_.N,0
X226958798441827_X_.N,2
X226970295192486_X_.N,1
X226970310134708_X_.N,3
X226970310232820_X_.N,8
X226970310397358_X_.N,6
X226970322987742_X_.N,2
X226970323074269_X_.N,1
X226970341923236_X_.N,4
X227284902103782_X_.N,3
X227284916002155_X_.N,1
X227284916524782_X_.N,1
X227284916780318_X_.N,0
X227284928883446_X_.N,6
X227284928908197_X_.N,2
X227284929112355_X_.N,6
X227284947725228_X_.N,1
X227305168484077_X_.N,2
X227305168689974_X_.N,4
X227305168788900_X_.N,3
X227305182906715_X_.N,0
X227305183169756_X_.N,2
X227305195498204_X_.N,7
X227305195752349_X_.N,2
X227305196009781_X_.N,0
X227305214299494_X_.N,5
X227305214393780_X_.N,1
X227305214401374_X_.N,4
X227305214404334_X_.N,3
X227305214818614_X_.N,2
X227305214917358_X_.N,0
X227305215183580_X_.N,7
X227354828729566_X_.N,1
X227354829012277_X_.N,6
X227354843700660_X_.N,0
X227354843725037_X_.N,1
X227354844192180_X_.N,6
X227354856310501_X_.N,6
X227354856537014_X_.N,6
X227354874927004_X_.N,4
X227354875123438_X_.N,0
X227354875188979_X_.N,0
X227357125631205_X_.N,0
X227357125929381_X_.N,1
X227357138053859_X_.N,0
X227357138471725_X_.N,0
X227357156661980_X_.N,4
X227363553494894_X_.N,0
X227363567549851_X_.N,3
X227363568081116_X_.N,2
X227363568380267_X_.N,3
X227363599076716_X_.N,0
X227363599079661_X_.N,8
X227363599333277_X_.N,3
X227364224329643_X_.N,1
X227364224776092_X_.N,7
X227364238702380_X_.N,7
X227364252015907_X_.N,4
X227364270913452_X_.N,1
X227425427249580_X_.N,2
X227425427306341_X_.N,5
X227425427512605_X_.N,7
X227425427580645_X_.N,2
X227425441921388_X_.N,3
X227425455041779_X_.N,1
X227425455302902_X_.N,2
X227425473719083_X_.N,2
X227425473906547_X_.N,3
X227425473915237_X_.N,1
X227493073041836_X_.N,6
X227493073767206_X_.N,6
X227493087660973_X_.N,2
X227493087931164_X_.N,3
X227493088442613_X_.N,2
X227493088447348_X_.N,0
X227493101026549_X_.N,0
X227510387100596_X_.N,2
X227510387370860_X_.N,1
X227510387592558_X_.N,0
X227510414687478_X_.N,0
X227510415121196_X_.N,6
X227510433565107_X_.N,3
X227516829519260_X_.N,4
X227516844206878_X_.N,3
X227516844758748_X_.N,3
X227516844993758_X_.N,6
X227516857370924_X_.N,2
X227516857568045_X_.N,2
X227516857669541_X_.N,1
X227516875684765_X_.N,1
X227516875754214_X_.N,3
X227844201342899_X_.N,3
X227844201797340_X_.N,1
X227844214152477_X_.N,13
X227844214704878_X_.N,3
X227844233549605_X_.N,0
X227844233574646_X_.N,6
X227846603008429_X_.N,7
X227846603073333_X_.N,1
X227846603356470_X_.N,2
X227846603361117_X_.N,2
X227846617479454_X_.N,4
X227846617774452_X_.N,1
X227846630566318_X_.N,0
X227846630595315_X_.N,2
X227846648940845_X_.N,3
X227846649441652_X_.N,1
X227853850557347_X_.N,2
X227853850569123_X_.N,0
X227853850602853_X_.N,4
X227853865212635_X_.N,1
X227853865236781_X_.N,8
X227853877599590_X_.N,2
X227853877856990_X_.N,1
X227853896445237_X_.N,0
X227853896702365_X_.N,13
X227853896705900_X_.N,4
X227853896891827_X_.N,4
X227853896956771_X_.N,6
X227853896968540_X_.N,13
X227853897231140_X_.N,3
X227903376833843_X_.N,6
X227903376943019_X_.N,2
X227903391352756_X_.N,2
X227903392083315_X_.N,1
X227903392140701_X_.N,2
X227921630545780_X_.N,4
X227921645693291_X_.N,6
X227921657514718_X_.N,3
X227921657517860_X_.N,3
X227921658264942_X_.N,6
X227921676659485_X_.N,2
X227930489153333_X_.N,13
X227930503592291_X_.N,6
X227930516146926_X_.N,1
X227930516707237_X_.N,2
X227930535581421_X_.N,1
X227973438224811_X_.N,3
X227973438494646_X_.N,1
X227973438762285_X_.N,3
X227973438860012_X_.N,0
X227973453015902_X_.N,0
X227973453179755_X_.N,7
X227973453704414_X_.N,3
X227973466310454_X_.N,2
X227973466344221_X_.N,1
X227975317547230_X_.N,1
X227975317875619_X_.N,3
X227975332256046_X_.N,11
X227975344545053_X_.N,3
X227975345068958_X_.N,3
X227975345098139_X_.N,7
X227975363513699_X_.N,0
X227975363980190_X_.N,3
X227981759998174_X_.N,2
X227981760088491_X_.N,4
X227981760547229_X_.N,4
X227981774764387_X_.N,4
X227981775264990_X_.N,2
X227981787588532_X_.N,1
X227981787879851_X_.N,6
X227981805868916_X_.N,0
X227981805934381_X_.N,1
X227982967789339_X_.N,0
X227982983227316_X_.N,0
X227982995733797_X_.N,8
X227983013862172_X_.N,0
X227983014672685_X_.N,6
X227990483982684_X_.N,4
X227990484240622_X_.N,6
X227990484405677_X_.N,3
X227990484737332_X_.N,8
X227990498856348_X_.N,3
X227990498859310_X_.N,2
X227990499178859_X_.N,15
X227990499445157_X_.N,6
X227990511180084_X_.N,1
X227990511245598_X_.N,3
X227990511249828_X_.N,3
X227990511480035_X_.N,1
X227990511701403_X_.N,1
X227991423412459_X_.N,3
X227991424195885_X_.N,3
X227991438449972_X_.N,2
X227991438613812_X_.N,2
X227991451027804_X_.N,1
X227991451297652_X_.N,4
X227991451482350_X_.N,4
X227991470357723_X_.N,2
X228042023818996_X_.N,3
X228042024348580_X_.N,2
X228042038503284_X_.N,4
X228042039057124_X_.N,4
X228042051270493_X_.N,7
X228042069883805_X_.N,2
X228042070179235_X_.N,3
X228042070256052_X_.N,6
X230592295155550_X_.N,1
X230592341293990_X_.N,1
X230592341461342_X_.N,2
X230611622411187_X_.N,2
X230611622508332_X_.N,3
X230611622713708_X_.N,2
X230611622775139_X_.N,3
X230611636631987_X_.N,3
X230611636640094_X_.N,4
X230611637362100_X_.N,6
X230611649181598_X_.N,2
X230611649673067_X_.N,5
X230611650012894_X_.N,0
X230611668653861_X_.N,6
X230611668916451_X_.N,12
X230652424710435_X_.N,7
X230652438756763_X_.N,6
X230652439025518_X_.N,2
X230652451699958_X_.N,4
X230654437379309_X_.N,3
X230654437379500_X_.N,3
X230654437383476_X_.N,2
X230654437681974_X_.N,2
X230654437865900_X_.N,3
X230654437874083_X_.N,0
X230654452911454_X_.N,2
X230654464936804_X_.N,1
X230654483490723_X_.N,1
X230654484037027_X_.N,4
X230654484048804_X_.N,1
X230732687161181_X_.N,0
X230732701284653_X_.N,0
X230732701527348_X_.N,1
X230732701550493_X_.N,4
X230732732783926_X_.N,2
X230732732950262_X_.N,0
X230732733016412_X_.N,0
X230741410802030_X_.N,4
X230741411294116_X_.N,6
X230741425732891_X_.N,2
X230741438224812_X_.N,4
X230741438286124_X_.N,1
X230741438516140_X_.N,2
X230741456902557_X_.N,12
X230741457095987_X_.N,9
X230749732461412_X_.N,7
X230749747197878_X_.N,0
X230749747201901_X_.N,3
X230749759551387_X_.N,7
X230749759719772_X_.N,6
X230749760019683_X_.N,2
X230749778594147_X_.N,2
X230749778623907_X_.N,3
X230749778700060_X_.N,0
X230799407433588_X_.N,7
X230799407496429_X_.N,1
X230799420340645_X_.N,1
X230799420549854_X_.N,0
X230799438732086_X_.N,1
X230799438896547_X_.N,2
X230799439453620_X_.N,0
X230800332049771_X_.N,8
X230800332381468_X_.N,7
X230800332544757_X_.N,2
X230800332548830_X_.N,2
X230800332798774_X_.N,3
X230800346986861_X_.N,2
X230800347322787_X_.N,2
X230800359574836_X_.N,11
X230800378419996_X_.N,3
X230807863179997_X_.N,3
X230807876029299_X_.N,8
X230807894441396_X_.N,0
X230807894616420_X_.N,0
X230807894669747_X_.N,13
X230809056688556_X_.N,4
X230809056982940_X_.N,6
X230809071150940_X_.N,0
X230809071208749_X_.N,4
X230809083952347_X_.N,11
X230809083988851_X_.N,7
X230809084245806_X_.N,3
X230809102378795_X_.N,2
X230809102576420_X_.N,2
X230816706881963_X_.N,2
X230816706946987_X_.N,7
X230816706948453_X_.N,2
X230816721299891_X_.N,1
X230816721325299_X_.N,4
X230816734103789_X_.N,6
X230816734402332_X_.N,13
X230816734440860_X_.N,2
X230816734624685_X_.N,3
X230816734670052_X_.N,2
X230816752752421_X_.N,3
X230816753080563_X_.N,2
X230816753335724_X_.N,1
X231270765221622_X_.N,9
X231270792775604_X_.N,2
X231270812080045_X_.N,6
X231279489563574_X_.N,1
X231279490161972_X_.N,15
X231279504505267_X_.N,6
X231279535708445_X_.N,4
X231279536064357_X_.N,3
X231280294615403_X_.N,1
X231280294877083_X_.N,6
X231280295401270_X_.N,2
X231280295459182_X_.N,0
X231280309353332_X_.N,15
X231280309393203_X_.N,3
X231280341051700_X_.N,4
X231291300789683_X_.N,0
X231291301082924_X_.N,6
X231291301091038_X_.N,7
X231291315480348_X_.N,2
X231291327757227_X_.N,0
X231291328280875_X_.N,1
X231291328289692_X_.N,3
X231291346631518_X_.N,7
X231291347490541_X_.N,1
X231291347495134_X_.N,3
X231340573080821_X_.N,7
X231340573157740_X_.N,2
X231340573383579_X_.N,3
X231340573412211_X_.N,7
X231340573580517_X_.N,0
X231340585707443_X_.N,4
X231340586264427_X_.N,13
X231340604504987_X_.N,12
X231365389212020_X_.N,7
X231365389272942_X_.N,3
X231365389277429_X_.N,3
X231365403690790_X_.N,3
X231365403858795_X_.N,0
X231365403859164_X_.N,2
X231365403859171_X_.N,8
X231365415975781_X_.N,1
X231365416434907_X_.N,2
X231365416537444_X_.N,4
X231365435673949_X_.N,0
X231366194485667_X_.N,7
X231366208674542_X_.N,1
X231366208994668_X_.N,2
X231366209166630_X_.N,2
X231366222007019_X_.N,1
X231366240393966_X_.N,4
X231366240983267_X_.N,0
X231692880275891_X_.N,2
X231692880767836_X_.N,1
X231692894948211_X_.N,1
X231692895108508_X_.N,2
X231692895177012_X_.N,2
X231692907206892_X_.N,2
X231692907956534_X_.N,3
X231711804602790_X_.N,3
X231711804669173_X_.N,2
X231711804675932_X_.N,4
X231711804902765_X_.N,13
X231711805434789_X_.N,6
X231711805463275_X_.N,2
X231711819287388_X_.N,2
X231711819361563_X_.N,0
X231711819557739_X_.N,6
X231711819615588_X_.N,0
X231711820110580_X_.N,2
X231711832131436_X_.N,1
X231711832205603_X_.N,3
X231711850740662_X_.N,1
X231711851046771_X_.N,2
X231754889059764_X_.N,4
X231754903738269_X_.N,1
X231754915765166_X_.N,7
X231754915867379_X_.N,2
X231754934635379_X_.N,4
X231760525638059_X_.N,0
X231760525715182_X_.N,6
X231760525905259_X_.N,1
X231760540387747_X_.N,0
X231760540588389_X_.N,0
X231760553695476_X_.N,0
X231760572344622_X_.N,8
X231760572401459_X_.N,3
X231760572636579_X_.N,1
X231770055661940_X_.N,3
X231770055895323_X_.N,1
X231770055948126_X_.N,3
X231770055960878_X_.N,14
X231770055981339_X_.N,0
X231770070399404_X_.N,6
X231770070411493_X_.N,5
X231770082425701_X_.N,0
X231770083224299_X_.N,2
X231770101332396_X_.N,7
X231822817672555_X_.N,0
X231822817676515_X_.N,11
X231822830229291_X_.N,0
X231822830753644_X_.N,1
X231822830824244_X_.N,0
X231822849097131_X_.N,2
X231822849141547_X_.N,2
X231890180000990_X_.N,3
X231890180492654_X_.N,11
X231890180597605_X_.N,4
X231890194982763_X_.N,2
X231890226404715_X_.N,0
X231891388259621_X_.N,6
X231891388484972_X_.N,3
X231891402872549_X_.N,2
X231891403127219_X_.N,0
X231891434388710_X_.N,0
X231891434596709_X_.N,1
X231897696155998_X_.N,3
X231897696459051_X_.N,6
X231897696987939_X_.N,2
X231897697020635_X_.N,1
X231897711668147_X_.N,2
X231897723423987_X_.N,4
X231897742404333_X_.N,0
X231897742621982_X_.N,0
X231897742634334_X_.N,3
X231897742850923_X_.N,0
X231900126829342_X_.N,1
X231900126861021_X_.N,2
X231900139678444_X_.N,3
X231900158291166_X_.N,1
X231900158539614_X_.N,1
X231900158551899_X_.N,2
X231900158741811_X_.N,11
X231900159002974_X_.N,1
X231907628572060_X_.N,0
X231907643578598_X_.N,7
X231907643767668_X_.N,2
X231907655833387_X_.N,3
X231907656355102_X_.N,1
X231907674996134_X_.N,6
X231917023546731_X_.N,2
X231917023554860_X_.N,1
X231917023574948_X_.N,2
X231917023868723_X_.N,0
X231917023870172_X_.N,3
X231917024069491_X_.N,3
X231917038722277_X_.N,7
X231917051566892_X_.N,3
X232261694974259_X_.N,4
X232261694975204_X_.N,3
X232261695260979_X_.N,0
X232261709319604_X_.N,6
X232261710109478_X_.N,0
X232261722200947_X_.N,9
X232261722519454_X_.N,1
X232261722684766_X_.N,4
X232261740883230_X_.N,2
X232261741402036_X_.N,2
X232301289135350_X_.N,0
X232301289199859_X_.N,7
X232301289200996_X_.N,3
X232301303589660_X_.N,0
X232301303590252_X_.N,6
X232301303815006_X_.N,3
X232301303819683_X_.N,0
X232301316401012_X_.N,8
X232301335042342_X_.N,3
X232302631827252_X_.N,15
X232302631831901_X_.N,2
X232302646049069_X_.N,6
X232302658636077_X_.N,15
X232302658668468_X_.N,3
X232302658865509_X_.N,3
X232302677482277_X_.N,11
X232311355231469_X_.N,6
X232311355292460_X_.N,4
X232311355297051_X_.N,1
X232311355557748_X_.N,2
X232311355751213_X_.N,4
X232311356025566_X_.N,2
X232311370143461_X_.N,2
X232311370149221_X_.N,3
X232311382525678_X_.N,2
X232311382994163_X_.N,1
X232311383247158_X_.N,4
X232311383280556_X_.N,3
X232311401442155_X_.N,0
X232311401666973_X_.N,0
X232311401867676_X_.N,3
X232318603807668_X_.N,0
X232318617930477_X_.N,13
X232318617991523_X_.N,6
X232318630222237_X_.N,0
X232318630324638_X_.N,2
X232318630586715_X_.N,3
X232318631008500_X_.N,2
X232318649355635_X_.N,3
X232318649363811_X_.N,0
X232318649882341_X_.N,13
X232321018935141_X_.N,4
X232321018977501_X_.N,6
X232321019166005_X_.N,3
X232321019394469_X_.N,0
X232321034144173_X_.N,0
X232321034447131_X_.N,2
X232321046472629_X_.N,8
X232321046694771_X_.N,3
X232321065273772_X_.N,0
X232321065380788_X_.N,3
X232321065860398_X_.N,3
X232321065896819_X_.N,0
X232327461890422_X_.N,2
X232327476336355_X_.N,2
X232327488858462_X_.N,2
X232327489447667_X_.N,1
X232327507824028_X_.N,3
X232328266729781_X_.N,1
X232328281377115_X_.N,7
X232328282159910_X_.N,9
X232328294459299_X_.N,1
X232328294717668_X_.N,2
X232328312776422_X_.N,4
X232328312837933_X_.N,4
X232328313072556_X_.N,3
X232328313289014_X_.N,0
X232328313399006_X_.N,3
X232330279970675_X_.N,2
X232330280266163_X_.N,2
X232330280689059_X_.N,6
X232330294671220_X_.N,4
X232330295424742_X_.N,1
X232330307267941_X_.N,2
X232330307524899_X_.N,3
X232330326338285_X_.N,11
X232330326858091_X_.N,0
X232438996351277_X_.N,3
X232439011043692_X_.N,7
X232439023622046_X_.N,3
X232439023781733_X_.N,8
X232439024335779_X_.N,8
X232439024343342_X_.N,7
X232439042987828_X_.N,3
X232449734008164_X_.N,2
X232449734461275_X_.N,3
X232449761299253_X_.N,7
X232449779809581_X_.N,0
X232449780136371_X_.N,0
X232449780378532_X_.N,4
X232450539089132_X_.N,4
X232450553730862_X_.N,2
X232450585122676_X_.N,2
X232450585684331_X_.N,2
X234992220102059_X_.N,0
X234992220400540_X_.N,7
X234992247717110_X_.N,6
X234992248219893_X_.N,1
X234992266569563_X_.N,7
X234992266825139_X_.N,1
X235000944514998_X_.N,2
X235000959191909_X_.N,3
X235000959778085_X_.N,6
X235000971880795_X_.N,2
X235000972065564_X_.N,0
X235000972111260_X_.N,4
X235000990456614_X_.N,13
X235007386801947_X_.N,13
X235007386802997_X_.N,1
X235007387055902_X_.N,2
X235007414061942_X_.N,0
X235007433467629_X_.N,2
X235007433652971_X_.N,0
X235007433689948_X_.N,1
X235069798271797_X_.N,2
X235069812653412_X_.N,2
X235069812959083_X_.N,4
X235069813152603_X_.N,2
X235069813410547_X_.N,2
X235069813442333_X_.N,2
X235069813512107_X_.N,8
X235069825477044_X_.N,13
X235069825740019_X_.N,3
X235069844973790_X_.N,7
X235070737987373_X_.N,0
X235070738091251_X_.N,3
X235070752246133_X_.N,4
X235070752483100_X_.N,6
X235070753033059_X_.N,7
X235070753033443_X_.N,1
X235070783674652_X_.N,8
X235070783875494_X_.N,2
X235070784170725_X_.N,2
X235119995403676_X_.N,4
X235119995963676_X_.N,3
X235119995991902_X_.N,1
X235120010095027_X_.N,9
X235120010419508_X_.N,2
X235120010651382_X_.N,1
X235120023485662_X_.N,6
X235120041847581_X_.N,15
X235122008999796_X_.N,2
X235122023361333_X_.N,3
X235122036496157_X_.N,2
X235122054846187_X_.N,8
X235122055341998_X_.N,13
X235129927490987_X_.N,1
X235129927519156_X_.N,6
X235129927555446_X_.N,11
X235129928104732_X_.N,2
X235129928271707_X_.N,4
X235129942468444_X_.N,1
X235129942694324_X_.N,3
X235129954752349_X_.N,7
X235129954847156_X_.N,6
X235129973652318_X_.N,1
X235188983614261_X_.N,8
X235188983842675_X_.N,6
X235188984105909_X_.N,3
X235188998327094_X_.N,2
X235188998585627_X_.N,1
X235188998592931_X_.N,0
X235189010647926_X_.N,6
X235189010880934_X_.N,0
X235189029522164_X_.N,1
X235198513067822_X_.N,3
X235198513080037_X_.N,0
X235198513080739_X_.N,2
X235198513596846_X_.N,8
X235198528220403_X_.N,1
X235198540114156_X_.N,0
X235198540799397_X_.N,4
X235198559213405_X_.N,0
X235198559665508_X_.N,0
X235199318911325_X_.N,3
X235199345420596_X_.N,8
X235199345936795_X_.N,0
X235199364777900_X_.N,3
X235199365011819_X_.N,2
X235199365073333_X_.N,2
X235214350499243_X_.N,3
X235214351316829_X_.N,3
X235214365178291_X_.N,2
X235214365416172_X_.N,1
