gene,sample_id,count
GENE_0106,S09,2
GENE_0121,S09,7
GENE_0050,S09,4
GENE_0024,S09,9
GENE_0073,S09,1
GENE_0266,S09,10
GENE_0184,S09,3
GENE_0124,S09,16
GENE_0016,S09,23
GENE_0214,S09,2
GENE_0379,S09,16
GENE_0082,S09,26
GENE_0002,S09,7
GENE_0369,S09,75
GENE_0047,S09,17
GENE_0338,S09,8
GENE_0243,S09,13
GENE_0180,S09,25
GENE_0422,S09,18
GENE_0223,S09,33
GENE_0197,S09,1
GENE_0342,S09,16
GENE_0013,S09,2
GENE_0434,S09,13
GENE_0273,S09,5
GENE_0227,S09,5
GENE_0078,S09,51
GENE_0362,S09,28
GENE_0380,S09,27
GENE_0271,S09,7
GENE_0115,S09,6
GENE_0441,S09,41
GENE_0459,S09,19
GENE_0077,S09,125
GENE_0011,S09,16
GENE_0063,S09,26
GENE_0493,S09,8
GENE_0226,S09,11
GENE_0060,S09,7
GENE_0181,S09,15
GENE_0261,S09,37
GENE_0040,S09,9
GENE_0294,S09,3
GENE_0092,S09,1
GENE_0410,S09,18
GENE_0485,S09,6
GENE_0255,S09,3
GENE_0192,S09,15
GENE_0377,S09,151
GENE_0042,S09,14
GENE_0486,S09,20
GENE_0290,S09,13
GENE_0421,S09,20
GENE_0295,S09,21
GENE_0154,S09,16
GENE_0072,S09,9
GENE_0438,S09,11
GENE_0287,S09,4
GENE_0384,S09,37
GENE_0414,S09,11
GENE_0195,S09,7
GENE_0103,S09,14
GENE_0185,S09,3
GENE_0171,S09,15
GENE_0364,S09,12
GENE_0458,S09,20
GENE_0479,S09,18
GENE_0352,S09,17
GENE_0303,S09,42
GENE_0034,S09,47
GENE_0150,S09,18
GENE_0015,S09,8
GENE_0035,S09,1
GENE_0339,S09,3
GENE_0182,S09,13
GENE_0175,S09,17
GENE_0467,S09,12
GENE_0314,S09,8
GENE_0132,S09,26
GENE_0107,S09,14
GENE_0019,S09,28
GENE_0403,S09,14
GENE_0484,S09,2
GENE_0483,S09,4
GENE_0219,S09,8
GENE_0471,S09,7
GENE_0057,S09,31
GENE_0170,S09,50
GENE_0218,S09,53
GENE_0430,S09,19
GENE_0065,S09,37
GENE_0337,S09,20
GENE_0301,S09,5
GENE_0336,S09,7
GENE_0277,S09,17
GENE_0191,S09,14
GENE_0003,S09,6
GENE_0474,S09,15
GENE_0084,S09,8
GENE_0085,S09,17
GENE_0190,S09,59
GENE_0194,S09,28
GENE_0432,S09,2
GENE_0167,S09,1
GENE_0108,S09,27
GENE_0080,S09,4
GENE_0267,S09,7
GENE_0102,S09,3
GENE_0225,S09,2
GENE_0444,S09,25
GENE_0116,S09,28
GENE_0296,S09,7
GENE_0323,S09,0
GENE_0143,S09,4
GENE_0489,S09,18
GENE_0307,S09,2
GENE_0031,S09,15
GENE_0285,S09,9
GENE_0419,S09,27
GENE_0487,S09,14
GENE_0395,S09,2
GENE_0053,S09,24
GENE_0234,S09,16
GENE_0097,S09,19
GENE_0222,S09,4
GENE_0464,S09,5
GENE_0387,S09,3
GENE_0374,S09,9
GENE_0158,S09,71
GENE_0118,S09,4
GENE_0268,S09,1
GENE_0275,S09,42
GENE_0067,S09,4
GENE_0358,S09,7
GENE_0260,S09,20
GENE_0026,S09,6
GENE_0381,S09,89
GENE_0095,S09,29
GENE_0456,S09,4
GENE_0463,S09,166
GENE_0468,S09,5
GENE_0448,S09,32
GENE_0401,S09,19
GENE_0242,S09,30
GENE_0114,S09,49
GENE_0331,S09,7
GENE_0469,S09,8
GENE_0324,S09,24
GENE_0045,S09,4
GENE_0074,S09,98
GENE_0354,S09,14
GENE_0397,S09,8
GENE_0328,S09,16
GENE_0136,S09,4
GENE_0224,S09,1
GENE_0391,S09,35
GENE_0076,S09,7
GENE_0361,S09,4
GENE_0405,S09,17
GENE_0329,S09,29
GENE_0428,S09,22
GENE_0280,S09,34
GENE_0402,S09,7
GENE_0246,S09,1
GENE_0327,S09,38
GENE_0087,S09,21
GENE_0229,S09,9
GENE_0258,S09,51
GENE_0187,S09,25
GENE_0141,S09,28
GENE_0488,S09,104
GENE_0450,S09,4
GENE_0020,S09,36
GENE_0426,S09,17
GENE_0251,S09,6
GENE_0238,S09,64
GENE_0023,S09,19
GENE_0371,S09,20
GENE_0299,S09,37
GENE_0300,S09,15
GENE_0036,S09,8
GENE_0499,S09,1
GENE_0283,S09,3
GENE_0382,S09,111
GENE_0179,S09,3
GENE_0113,S09,5
GENE_0482,S09,4
GENE_0446,S09,13
GENE_0178,S09,22
GENE_0375,S09,41
GENE_0069,S09,13
GENE_0404,S09,6
GENE_0163,S09,7
GENE_0442,S09,9
GENE_0409,S09,85
GENE_0046,S09,22
GENE_0465,S09,22
GENE_0161,S09,27
GENE_0291,S09,43
GENE_0424,S09,15
GENE_0128,S09,5
GENE_0408,S09,17
GENE_0135,S09,5
GENE_0236,S09,4
GENE_0043,S09,18
GENE_0174,S09,54
GENE_0138,S09,8
GENE_0166,S09,14
GENE_0400,S09,60
GENE_0415,S09,24
GENE_0272,S09,169
GENE_0204,S09,14
GENE_0210,S09,4
GENE_0353,S09,20
GENE_0312,S09,13
GENE_0198,S09,31
GENE_0096,S09,26
GENE_0093,S09,10
GENE_0101,S09,3
GENE_0269,S09,11
GENE_0447,S09,3
GENE_0059,S09,15
GENE_0297,S09,26
GENE_0153,S09,67
GENE_0490,S09,22
GENE_0433,S09,1
GENE_0109,S09,15
GENE_0110,S09,53
GENE_0340,S09,4
GENE_0039,S09,14
GENE_0147,S09,9
GENE_0466,S09,4
GENE_0151,S09,17
GENE_0292,S09,6
GENE_0416,S09,25
GENE_0435,S09,3
GENE_0308,S09,18
GENE_0159,S09,54
GENE_0253,S09,8
GENE_0341,S09,74
GENE_0457,S09,12
GENE_0333,S09,10
GENE_0316,S09,23
GENE_0028,S09,4
GENE_0319,S09,5
GENE_0278,S09,1
GENE_0370,S09,37
GENE_0217,S09,6
GENE_0091,S09,180
GENE_0086,S09,5
GENE_0343,S09,14
GENE_0356,S10,4
GENE_0233,S10,5
GENE_0232,S10,69
GENE_0160,S10,18
GENE_0049,S10,12
GENE_0245,S10,44
GENE_0130,S10,70
GENE_0477,S10,25
GENE_0054,S10,16
GENE_0427,S10,8
GENE_0349,S10,25
GENE_0018,S10,21
GENE_0207,S10,36
GENE_0282,S10,20
GENE_0298,S10,43
GENE_0004,S10,4
GENE_0241,S10,43
GENE_0265,S10,15
GENE_0249,S10,55
GENE_0126,S10,9
GENE_0385,S10,76
GENE_0310,S10,19
GENE_0276,S10,6
GENE_0070,S10,5
GENE_0306,S10,9
GENE_0201,S10,15
GENE_0075,S10,13
GENE_0239,S10,5
GENE_0172,S10,4
GENE_0417,S10,106
GENE_0318,S10,61
GENE_0029,S10,15
GENE_0475,S10,9
GENE_0071,S10,10
GENE_0347,S10,18
GENE_0350,S10,8
GENE_0033,S10,7
GENE_0021,S10,0
GENE_0437,S10,24
GENE_0037,S10,21
GENE_0452,S10,6
GENE_0492,S10,63
GENE_0423,S10,2
GENE_0001,S10,1
GENE_0309,S10,15
GENE_0317,S10,28
GENE_0044,S10,46
GENE_0209,S10,8
GENE_0228,S10,34
GENE_0030,S10,15
GENE_0058,S10,5
GENE_0164,S10,36
GENE_0022,S10,11
GENE_0038,S10,2
GENE_0372,S10,33
GENE_0100,S10,51
GENE_0119,S10,5
GENE_0146,S10,18
GENE_0148,S10,18
GENE_0322,S10,8
GENE_0389,S10,6
GENE_0390,S10,10
GENE_0420,S10,6
GENE_0066,S10,31
GENE_0279,S10,28
GENE_0090,S10,6
GENE_0129,S10,30
GENE_0205,S10,1
GENE_0125,S10,37
GENE_0453,S10,2
GENE_0473,S10,5
GENE_0367,S10,2
GENE_0304,S10,2
GENE_0122,S10,35
GENE_0032,S10,3
GENE_0208,S10,24
GENE_0012,S10,13
GENE_0335,S10,10
GENE_0321,S10,17
GENE_0360,S10,2
GENE_0111,S10,44
GENE_0079,S10,8
GENE_0373,S10,1
GENE_0144,S10,7
GENE_0155,S10,59
GENE_0196,S10,28
GENE_0302,S10,10
GENE_0254,S10,10
GENE_0461,S10,5
GENE_0454,S10,92
GENE_0237,S10,25
GENE_0383,S10,16
GENE_0206,S10,45
GENE_0355,S10,23
GENE_0320,S10,13
GENE_0183,S10,19
GENE_0188,S10,8
GENE_0230,S10,11
GENE_0378,S10,26
GENE_0406,S10,12
GENE_0213,S10,34
GENE_0008,S10,15
GENE_0293,S10,17
GENE_0496,S10,2
GENE_0348,S10,32
GENE_0104,S10,16
GENE_0313,S10,30
GENE_0081,S10,2
GENE_0289,S10,75
GENE_0212,S10,9
GENE_0476,S10,14
GENE_0359,S10,4
GENE_0068,S10,18
GENE_0399,S10,2
GENE_0216,S10,7
GENE_0305,S10,116
GENE_0048,S10,11
GENE_0366,S10,9
GENE_0112,S10,29
GENE_0133,S10,9
GENE_0005,S10,17
GENE_0169,S10,19
GENE_0495,S10,122
GENE_0200,S10,12
GENE_0445,S10,18
GENE_0248,S10,38
GENE_0264,S10,41
GENE_0351,S10,31
GENE_0137,S10,23
GENE_0274,S10,2
GENE_0120,S10,59
GENE_0152,S10,3
GENE_0250,S10,28
GENE_0326,S10,11
GENE_0386,S10,12
GENE_0052,S10,23
GENE_0398,S10,14
GENE_0365,S10,24
GENE_0281,S10,87
GENE_0440,S10,13
GENE_0202,S10,11
GENE_0134,S10,24
GENE_0027,S10,55
GENE_0460,S10,4
GENE_0247,S10,26
GENE_0231,S10,24
GENE_0061,S10,7
GENE_0286,S10,55
GENE_0162,S10,8
GENE_0270,S10,6
GENE_0157,S10,8
GENE_0315,S10,10
GENE_0062,S10,2
GENE_0244,S10,3
GENE_0123,S10,53
GENE_0470,S10,4
GENE_0462,S10,6
GENE_0284,S10,1
GENE_0025,S10,9
GENE_0221,S10,2
GENE_0189,S10,86
GENE_0334,S10,31
GENE_0000,S10,3
GENE_0259,S10,112
GENE_0117,S10,32
GENE_0480,S10,5
GENE_0010,S10,0
GENE_0099,S10,161
GENE_0449,S10,3
GENE_0149,S10,2
GENE_0165,S10,38
GENE_0262,S10,207
GENE_0407,S10,43
GENE_0388,S10,23
GENE_0443,S10,21
GENE_0127,S10,37
GENE_0055,S10,21
GENE_0363,S10,12
GENE_0455,S10,11
GENE_0145,S10,18
GENE_0346,S10,4
GENE_0436,S10,6
GENE_0168,S10,1
GENE_0288,S10,11
GENE_0252,S10,9
GENE_0142,S10,2
GENE_0089,S10,16
GENE_0051,S10,59
GENE_0413,S10,42
GENE_0177,S10,3
GENE_0240,S10,3
GENE_0478,S10,33
GENE_0186,S10,2
GENE_0088,S10,6
GENE_0439,S10,21
GENE_0344,S10,2
GENE_0007,S10,15
GENE_0411,S10,6
GENE_0105,S10,4
GENE_0429,S10,12
GENE_0256,S10,3
GENE_0394,S10,18
GENE_0140,S10,15
GENE_0203,S10,21
GENE_0098,S10,20
GENE_0376,S10,64
GENE_0064,S10,16
GENE_0497,S10,5
GENE_0481,S10,14
GENE_0498,S10,21
GENE_0215,S10,7
GENE_0431,S10,9
GENE_0017,S10,10
GENE_0491,S10,5
GENE_0235,S10,2
GENE_0368,S10,81
GENE_0173,S10,3
GENE_0009,S10,11
GENE_0311,S10,8
GENE_0412,S10,25
GENE_0257,S10,11
GENE_0006,S10,34
GENE_0357,S10,5
GENE_0094,S10,17
GENE_0199,S10,3
GENE_0156,S10,76
GENE_0396,S10,2
GENE_0014,S10,14
GENE_0392,S10,22
GENE_0263,S10,12
GENE_0325,S10,17
GENE_0056,S10,9
GENE_0139,S10,10
GENE_0330,S10,10
GENE_0131,S10,31
GENE_0451,S10,65
GENE_0332,S10,5
GENE_0083,S10,5
GENE_0494,S10,15
GENE_0425,S10,113
GENE_0041,S10,5
GENE_0220,S10,67
GENE_0211,S10,72
GENE_0176,S10,8
GENE_0418,S10,14
GENE_0345,S10,89
GENE_0193,S10,2
GENE_0472,S10,4
GENE_0393,S10,9
GENE_0106,S10,2
GENE_0121,S10,5
GENE_0050,S10,4
GENE_0024,S10,13
GENE_0073,S10,6
GENE_0266,S10,14
GENE_0184,S10,2
GENE_0124,S10,22
GENE_0016,S10,34
GENE_0214,S10,1
GENE_0379,S10,22
GENE_0082,S10,43
GENE_0002,S10,4
GENE_0369,S10,57
GENE_0047,S10,15
GENE_0338,S10,6
GENE_0243,S10,9
GENE_0180,S10,27
GENE_0422,S10,9
GENE_0223,S10,19
GENE_0197,S10,1
GENE_0342,S10,13
GENE_0013,S10,2
GENE_0434,S10,7
GENE_0273,S10,7
GENE_0227,S10,3
GENE_0078,S10,59
GENE_0362,S10,38
GENE_0380,S10,26
GENE_0271,S10,3
GENE_0115,S10,11
GENE_0441,S10,40
GENE_0459,S10,20
GENE_0077,S10,127
GENE_0011,S10,19
GENE_0063,S10,23
GENE_0493,S10,15
GENE_0226,S10,10
GENE_0060,S10,17
GENE_0181,S10,18
GENE_0261,S10,28
GENE_0040,S10,3
GENE_0294,S10,5
GENE_0092,S10,0
GENE_0410,S10,26
GENE_0485,S10,4
GENE_0255,S10,4
GENE_0192,S10,12
GENE_0377,S10,83
GENE_0042,S10,21
GENE_0486,S10,27
GENE_0290,S10,21
GENE_0421,S10,8
GENE_0295,S10,28
GENE_0154,S10,8
GENE_0072,S10,13
GENE_0438,S10,14
GENE_0287,S10,4
GENE_0384,S10,42
GENE_0414,S10,7
GENE_0195,S10,12
GENE_0103,S10,16
GENE_0185,S10,8
GENE_0171,S10,6
GENE_0364,S10,20
GENE_0458,S10,34
GENE_0479,S10,28
GENE_0352,S10,10
GENE_0303,S10,30
GENE_0034,S10,45
GENE_0150,S10,13
GENE_0015,S10,20
GENE_0035,S10,4
GENE_0339,S10,2
GENE_0182,S10,8
GENE_0175,S10,5
GENE_0467,S10,12
GENE_0314,S10,16
GENE_0132,S10,24
GENE_0107,S10,12
GENE_0019,S10,40
GENE_0403,S10,15
GENE_0484,S10,1
GENE_0483,S10,3
GENE_0219,S10,8
GENE_0471,S10,3
GENE_0057,S10,30
GENE_0170,S10,55
GENE_0218,S10,52
GENE_0430,S10,11
GENE_0065,S10,62
GENE_0337,S10,19
GENE_0301,S10,15
GENE_0336,S10,7
GENE_0277,S10,21
GENE_0191,S10,10
GENE_0003,S10,17
GENE_0474,S10,36
GENE_0084,S10,15
GENE_0085,S10,19
GENE_0190,S10,40
GENE_0194,S10,26
GENE_0432,S10,5
GENE_0167,S10,1
GENE_0108,S10,30
GENE_0080,S10,3
GENE_0267,S10,9
GENE_0102,S10,3
GENE_0225,S10,1
GENE_0444,S10,11
GENE_0116,S10,27
GENE_0296,S10,5
GENE_0323,S10,3
GENE_0143,S10,16
GENE_0489,S10,24
GENE_0307,S10,2
GENE_0031,S10,19
GENE_0285,S10,6
GENE_0419,S10,21
GENE_0487,S10,10
GENE_0395,S10,7
GENE_0053,S10,26
GENE_0234,S10,13
GENE_0097,S10,12
GENE_0222,S10,8
GENE_0464,S10,3
GENE_0387,S10,2
GENE_0374,S10,6
GENE_0158,S10,67
GENE_0118,S10,4
GENE_0268,S10,3
GENE_0275,S10,49
GENE_0067,S10,7
GENE_0358,S10,8
GENE_0260,S10,40
GENE_0026,S10,12
GENE_0381,S10,136
GENE_0095,S10,25
GENE_0456,S10,8
GENE_0463,S10,77
GENE_0468,S10,5
GENE_0448,S10,27
GENE_0401,S10,15
GENE_0242,S10,60
GENE_0114,S10,54
GENE_0331,S10,9
GENE_0469,S10,4
GENE_0324,S10,21
GENE_0045,S10,4
GENE_0074,S10,89
GENE_0354,S10,18
GENE_0397,S10,16
GENE_0328,S10,19
GENE_0136,S10,1
GENE_0224,S10,2
GENE_0391,S10,43
GENE_0076,S10,5
GENE_0361,S10,4
GENE_0405,S10,33
GENE_0329,S10,41
GENE_0428,S10,12
GENE_0280,S10,38
GENE_0402,S10,9
GENE_0246,S10,1
GENE_0327,S10,52
GENE_0087,S10,5
GENE_0229,S10,8
GENE_0258,S10,52
GENE_0187,S10,18
GENE_0141,S10,19
GENE_0488,S10,111
GENE_0450,S10,7
GENE_0020,S10,19
GENE_0426,S10,11
GENE_0251,S10,17
GENE_0238,S10,83
GENE_0023,S10,19
GENE_0371,S10,26
GENE_0299,S10,31
GENE_0300,S10,7
GENE_0036,S10,9
GENE_0499,S10,2
GENE_0283,S10,1
GENE_0382,S10,101
GENE_0179,S10,2
GENE_0113,S10,8
GENE_0482,S10,13
GENE_0446,S10,14
GENE_0178,S10,52
GENE_0375,S10,28
GENE_0069,S10,3
GENE_0404,S10,9
GENE_0163,S10,12
GENE_0442,S10,10
GENE_0409,S10,59
GENE_0046,S10,18
GENE_0465,S10,27
GENE_0161,S10,25
GENE_0291,S10,40
GENE_0424,S10,16
GENE_0128,S10,7
GENE_0408,S10,13
GENE_0135,S10,7
GENE_0236,S10,8
GENE_0043,S10,18
GENE_0174,S10,40
GENE_0138,S10,13
GENE_0166,S10,12
GENE_0400,S10,86
GENE_0415,S10,21
GENE_0272,S10,217
GENE_0204,S10,27
GENE_0210,S10,1
GENE_0353,S10,20
GENE_0312,S10,18
GENE_0198,S10,38
GENE_0096,S10,17
GENE_0093,S10,10
GENE_0101,S10,3
GENE_0269,S10,11
GENE_0447,S10,2
GENE_0059,S10,8
GENE_0297,S10,34
GENE_0153,S10,58
GENE_0490,S10,21
GENE_0433,S10,1
GENE_0109,S10,19
GENE_0110,S10,37
GENE_0340,S10,10
GENE_0039,S10,11
GENE_0147,S10,9
GENE_0466,S10,4
GENE_0151,S10,9
GENE_0292,S10,10
GENE_0416,S10,17
GENE_0435,S10,9
GENE_0308,S10,5
GENE_0159,S10,22
GENE_0253,S10,6
GENE_0341,S10,71
GENE_0457,S10,7
GENE_0333,S10,8
GENE_0316,S10,12
GENE_0028,S10,4
GENE_0319,S10,2
GENE_0278,S10,1
GENE_0370,S10,45
GENE_0217,S10,9
GENE_0091,S10,179
GENE_0086,S10,6
GENE_0343,S10,6
GENE_0356,S11,4
GENE_0233,S11,11
GENE_0232,S11,61
GENE_0160,S11,23
GENE_0049,S11,6
GENE_0245,S11,37
GENE_0130,S11,54
GENE_0477,S11,37
GENE_0054,S11,8
GENE_0427,S11,7
GENE_0349,S11,35
GENE_0018,S11,20
GENE_0207,S11,33
GENE_0282,S11,36
GENE_0298,S11,34
GENE_0004,S11,4
GENE_0241,S11,59
GENE_0265,S11,7
GENE_0249,S11,57
GENE_0126,S11,3
GENE_0385,S11,94
GENE_0310,S11,9
GENE_0276,S11,6
GENE_0070,S11,5
GENE_0306,S11,11
GENE_0201,S11,27
GENE_0075,S11,24
GENE_0239,S11,1
GENE_0172,S11,14
GENE_0417,S11,124
GENE_0318,S11,77
GENE_0029,S11,17
GENE_0475,S11,11
GENE_0071,S11,25
GENE_0347,S11,24
GENE_0350,S11,7
GENE_0033,S11,10
GENE_0021,S11,0
GENE_0437,S11,26
GENE_0037,S11,26
GENE_0452,S11,5
GENE_0492,S11,54
GENE_0423,S11,4
GENE_0001,S11,3
GENE_0309,S11,6
GENE_0317,S11,37
GENE_0044,S11,67
GENE_0209,S11,4
GENE_0228,S11,30
GENE_0030,S11,17
GENE_0058,S11,11
GENE_0164,S11,28
GENE_0022,S11,26
GENE_0038,S11,6
GENE_0372,S11,66
GENE_0100,S11,105
GENE_0119,S11,3
GENE_0146,S11,28
GENE_0148,S11,30
GENE_0322,S11,28
GENE_0389,S11,7
GENE_0390,S11,7
GENE_0420,S11,4
GENE_0066,S11,45
GENE_0279,S11,22
GENE_0090,S11,7
GENE_0129,S11,25
GENE_0205,S11,1
GENE_0125,S11,37
GENE_0453,S11,3
GENE_0473,S11,10
GENE_0367,S11,3
GENE_0304,S11,2
GENE_0122,S11,36
GENE_0032,S11,7
GENE_0208,S11,19
GENE_0012,S11,11
GENE_0335,S11,26
GENE_0321,S11,20
GENE_0360,S11,9
GENE_0111,S11,43
GENE_0079,S11,7
GENE_0373,S11,3
GENE_0144,S11,11
GENE_0155,S11,45
GENE_0196,S11,29
GENE_0302,S11,10
GENE_0254,S11,7
GENE_0461,S11,12
GENE_0454,S11,95
GENE_0237,S11,13
GENE_0383,S11,15
GENE_0206,S11,45
GENE_0355,S11,15
GENE_0320,S11,10
GENE_0183,S11,20
GENE_0188,S11,13
GENE_0230,S11,27
GENE_0378,S11,31
GENE_0406,S11,9
GENE_0213,S11,30
GENE_0008,S11,6
GENE_0293,S11,16
GENE_0496,S11,1
GENE_0348,S11,40
GENE_0104,S11,24
GENE_0313,S11,24
GENE_0081,S11,0
GENE_0289,S11,103
GENE_0212,S11,10
GENE_0476,S11,39
GENE_0359,S11,6
GENE_0068,S11,16
GENE_0399,S11,7
GENE_0216,S11,9
GENE_0305,S11,50
GENE_0048,S11,16
GENE_0366,S11,15
GENE_0112,S11,24
GENE_0133,S11,11
GENE_0005,S11,15
GENE_0169,S11,18
GENE_0495,S11,175
GENE_0200,S11,11
GENE_0445,S11,15
GENE_0248,S11,28
GENE_0264,S11,46
GENE_0351,S11,18
GENE_0137,S11,31
GENE_0274,S11,3
GENE_0120,S11,58
GENE_0152,S11,3
GENE_0250,S11,10
GENE_0326,S11,2
GENE_0386,S11,12
GENE_0052,S11,26
GENE_0398,S11,5
GENE_0365,S11,14
GENE_0281,S11,43
GENE_0440,S11,53
GENE_0202,S11,16
GENE_0134,S11,32
GENE_0027,S11,27
GENE_0460,S11,4
GENE_0247,S11,8
GENE_0231,S11,19
GENE_0061,S11,9
GENE_0286,S11,52
GENE_0162,S11,39
GENE_0270,S11,8
GENE_0157,S11,14
GENE_0315,S11,8
GENE_0062,S11,4
GENE_0244,S11,2
GENE_0123,S11,56
GENE_0470,S11,5
GENE_0462,S11,3
GENE_0284,S11,0
GENE_0025,S11,4
GENE_0221,S11,5
GENE_0189,S11,40
GENE_0334,S11,58
GENE_0000,S11,4
GENE_0259,S11,71
GENE_0117,S11,26
GENE_0480,S11,34
GENE_0010,S11,0
GENE_0099,S11,152
GENE_0449,S11,3
GENE_0149,S11,0
GENE_0165,S11,46
GENE_0262,S11,161
GENE_0407,S11,35
GENE_0388,S11,14
GENE_0443,S11,23
GENE_0127,S11,25
GENE_0055,S11,22
GENE_0363,S11,10
GENE_0455,S11,24
GENE_0145,S11,14
GENE_0346,S11,2
GENE_0436,S11,14
GENE_0168,S11,1
GENE_0288,S11,16
GENE_0252,S11,4
GENE_0142,S11,1
GENE_0089,S11,19
GENE_0051,S11,82
GENE_0413,S11,25
GENE_0177,S11,5
GENE_0240,S11,7
GENE_0478,S11,20
GENE_0186,S11,3
GENE_0088,S11,31
GENE_0439,S11,27
GENE_0344,S11,1
GENE_0007,S11,11
GENE_0411,S11,3
GENE_0105,S11,6
GENE_0429,S11,9
GENE_0256,S11,2
GENE_0394,S11,7
GENE_0140,S11,8
GENE_0203,S11,30
GENE_0098,S11,7
GENE_0376,S11,73
GENE_0064,S11,17
GENE_0497,S11,2
GENE_0481,S11,17
GENE_0498,S11,17
GENE_0215,S11,19
GENE_0431,S11,13
GENE_0017,S11,3
GENE_0491,S11,7
GENE_0235,S11,3
GENE_0368,S11,29
GENE_0173,S11,4
GENE_0009,S11,4
GENE_0311,S11,10
GENE_0412,S11,37
GENE_0257,S11,11
GENE_0006,S11,45
GENE_0357,S11,3
GENE_0094,S11,18
GENE_0199,S11,3
GENE_0156,S11,58
GENE_0396,S11,1
GENE_0014,S11,18
GENE_0392,S11,70
GENE_0263,S11,22
GENE_0325,S11,10
GENE_0056,S11,12
GENE_0139,S11,16
GENE_0330,S11,12
GENE_0131,S11,48
GENE_0451,S11,135
GENE_0332,S11,7
GENE_0083,S11,1
GENE_0494,S11,15
GENE_0425,S11,90
GENE_0041,S11,3
GENE_0220,S11,80
GENE_0211,S11,60
GENE_0176,S11,7
GENE_0418,S11,22
GENE_0345,S11,42
GENE_0193,S11,3
GENE_0472,S11,7
GENE_0393,S11,6
GENE_0106,S11,10
GENE_0121,S11,5
GENE_0050,S11,4
GENE_0024,S11,12
GENE_0073,S11,4
GENE_0266,S11,16
GENE_0184,S11,3
GENE_0124,S11,13
GENE_0016,S11,27
GENE_0214,S11,1
GENE_0379,S11,21
GENE_0082,S11,43
GENE_0002,S11,4
GENE_0369,S11,70
GENE_0047,S11,17
GENE_0338,S11,9
GENE_0243,S11,10
GENE_0180,S11,20
GENE_0422,S11,20
GENE_0223,S11,12
GENE_0197,S11,6
GENE_0342,S11,20
GENE_0013,S11,0
GENE_0434,S11,6
GENE_0273,S11,1
GENE_0227,S11,6
GENE_0078,S11,57
GENE_0362,S11,32
GENE_0380,S11,24
GENE_0271,S11,5
GENE_0115,S11,7
GENE_0441,S11,39
GENE_0459,S11,13
GENE_0077,S11,103
GENE_0011,S11,22
GENE_0063,S11,13
GENE_0493,S11,7
GENE_0226,S11,8
GENE_0060,S11,8
GENE_0181,S11,24
GENE_0261,S11,62
GENE_0040,S11,12
GENE_0294,S11,4
GENE_0092,S11,1
GENE_0410,S11,26
GENE_0485,S11,3
GENE_0255,S11,1
GENE_0192,S11,9
GENE_0377,S11,104
GENE_0042,S11,5
GENE_0486,S11,18
GENE_0290,S11,8
GENE_0421,S11,15
GENE_0295,S11,20
GENE_0154,S11,11
GENE_0072,S11,10
GENE_0438,S11,5
GENE_0287,S11,5
GENE_0384,S11,21
GENE_0414,S11,8
GENE_0195,S11,5
GENE_0103,S11,16
GENE_0185,S11,9
GENE_0171,S11,8
GENE_0364,S11,24
GENE_0458,S11,37
GENE_0479,S11,12
GENE_0352,S11,11
GENE_0303,S11,48
GENE_0034,S11,43
GENE_0150,S11,25
GENE_0015,S11,8
GENE_0035,S11,4
GENE_0339,S11,5
GENE_0182,S11,10
GENE_0175,S11,6
GENE_0467,S11,14
GENE_0314,S11,14
GENE_0132,S11,26
GENE_0107,S11,8
GENE_0019,S11,32
GENE_0403,S11,10
GENE_0484,S11,2
GENE_0483,S11,5
GENE_0219,S11,6
GENE_0471,S11,2
GENE_0057,S11,29
GENE_0170,S11,23
GENE_0218,S11,19
GENE_0430,S11,9
GENE_0065,S11,45
GENE_0337,S11,10
GENE_0301,S11,4
GENE_0336,S11,3
GENE_0277,S11,15
GENE_0191,S11,4
GENE_0003,S11,17
GENE_0474,S11,18
GENE_0084,S11,13
GENE_0085,S11,18
GENE_0190,S11,46
GENE_0194,S11,31
GENE_0432,S11,2
GENE_0167,S11,0
GENE_0108,S11,46
GENE_0080,S11,2
GENE_0267,S11,4
GENE_0102,S11,5
GENE_0225,S11,0
GENE_0444,S11,31
GENE_0116,S11,35
GENE_0296,S11,9
GENE_0323,S11,1
GENE_0143,S11,3
GENE_0489,S11,30
GENE_0307,S11,1
GENE_0031,S11,13
GENE_0285,S11,19
GENE_0419,S11,45
GENE_0487,S11,12
GENE_0395,S11,5
GENE_0053,S11,48
GENE_0234,S11,7
GENE_0097,S11,7
GENE_0222,S11,21
GENE_0464,S11,8
GENE_0387,S11,5
GENE_0374,S11,8
GENE_0158,S11,73
GENE_0118,S11,1
GENE_0268,S11,4
GENE_0275,S11,56
GENE_0067,S11,9
GENE_0358,S11,7
GENE_0260,S11,28
GENE_0026,S11,4
GENE_0381,S11,84
GENE_0095,S11,19
GENE_0456,S11,12
GENE_0463,S11,83
GENE_0468,S11,10
GENE_0448,S11,23
GENE_0401,S11,19
GENE_0242,S11,35
GENE_0114,S11,38
GENE_0331,S11,11
GENE_0469,S11,4
GENE_0324,S11,30
GENE_0045,S11,2
GENE_0074,S11,115
GENE_0354,S11,11
GENE_0397,S11,9
GENE_0328,S11,11
GENE_0136,S11,6
GENE_0224,S11,6
GENE_0391,S11,45
GENE_0076,S11,4
GENE_0361,S11,15
GENE_0405,S11,24
GENE_0329,S11,37
GENE_0428,S11,21
GENE_0280,S11,20
GENE_0402,S11,8
GENE_0246,S11,2
GENE_0327,S11,47
